IP1,IP2,IP3,IP4,IP5,IP6,Average,Predikat
3.04,3.53,3.26,3.81,3.37,3.97,3.50,Sangat Memuaskan
3.87,3.75,3.62,3.29,3.10,3.44,3.51,Cumlaude
3.76,3.47,3.59,3.02,3.24,3.45,3.42,Sangat Memuaskan
3.67,3.63,3.71,3.10,3.02,3.12,3.37,Sangat Memuaskan
3.29,3.92,3.81,3.09,3.66,3.54,3.55,Cumlaude
3.21,3.63,3.98,3.72,3.74,3.59,3.65,Cumlaude
3.81,3.03,3.31,3.24,3.78,3.22,3.40,Sangat Memuaskan
3.35,3.53,3.28,3.38,3.75,3.48,3.46,Sangat Memuaskan
3.24,3.53,3.47,3.55,3.46,3.95,3.53,Cumlaude
3.54,3.94,3.76,3.14,3.32,3.78,3.58,Cumlaude
3.45,3.55,3.58,3.50,3.70,3.33,3.52,Cumlaude
3.21,3.01,3.66,3.79,3.18,3.46,3.39,Sangat Memuaskan
3.60,3.69,3.44,3.88,3.27,3.80,3.61,Cumlaude
3.33,3.82,3.59,3.40,3.93,3.28,3.56,Cumlaude
3.91,3.76,3.48,3.44,3.29,3.43,3.55,Cumlaude
3.49,3.54,3.99,4.00,3.37,3.96,3.72,Cumlaude
3.53,3.99,3.29,3.87,3.86,3.66,3.70,Cumlaude
3.63,3.52,3.58,3.81,3.47,3.38,3.56,Cumlaude
3.75,3.69,3.95,3.52,3.40,3.73,3.67,Cumlaude
3.93,3.85,3.10,3.78,3.35,2.95,3.49,Sangat Memuaskan
3.82,3.90,3.90,3.50,3.84,3.54,3.75,Cumlaude
3.91,3.71,3.55,3.92,3.99,3.58,3.78,Cumlaude
3.81,3.65,3.99,3.89,3.84,3.96,3.86,Cumlaude
3.79,3.82,3.83,3.59,3.59,3.93,3.76,Cumlaude
3.14,2.04,2.94,2.55,3.67,3.26,2.93,Sangat Memuaskan
3.92,3.87,3.76,3.64,3.73,3.89,3.80,Cumlaude
3.54,3.60,3.87,3.85,3.81,3.58,3.71,Cumlaude
3.55,3.53,3.92,3.68,3.98,3.64,3.72,Cumlaude
3.55,3.84,3.93,3.69,3.93,3.78,3.79,Cumlaude
3.39,3.65,2.67,2.04,3.43,2.30,2.91,Sangat Memuaskan
3.80,3.75,3.75,3.58,3.67,3.78,3.72,Cumlaude
3.95,3.72,3.94,3.55,3.75,3.86,3.80,Cumlaude
3.91,3.79,3.79,3.52,3.57,3.67,3.71,Cumlaude
3.91,3.60,3.63,3.98,3.75,3.86,3.79,Cumlaude
3.23,2.55,3.01,3.31,2.50,2.16,2.79,Sangat Memuaskan
3.82,3.86,3.74,3.89,3.76,3.72,3.80,Cumlaude
3.78,3.82,3.90,3.92,3.61,3.52,3.76,Cumlaude
3.87,3.82,3.56,3.50,3.71,3.71,3.70,Cumlaude
3.71,3.87,3.62,3.52,3.77,3.57,3.68,Cumlaude
3.73,3.93,2.42,3.61,2.60,2.72,3.17,Sangat Memuaskan
3.70,3.71,3.80,3.82,3.64,3.78,3.74,Cumlaude
3.50,3.91,3.92,3.96,3.54,3.85,3.78,Cumlaude
3.53,4.00,3.91,3.94,3.86,3.59,3.80,Cumlaude
3.95,3.74,3.59,3.96,3.89,3.85,3.83,Cumlaude
3.74,3.21,2.91,3.47,2.14,2.20,2.95,Sangat Memuaskan
3.90,3.51,3.88,3.66,3.55,3.95,3.74,Cumlaude
3.98,3.56,3.65,3.88,3.97,3.73,3.80,Cumlaude
3.93,3.73,3.65,3.78,3.58,3.91,3.76,Cumlaude
3.78,3.83,3.91,3.89,3.63,3.69,3.79,Cumlaude
3.41,2.36,3.89,2.09,2.16,3.34,2.87,Sangat Memuaskan
3.83,3.65,3.91,3.80,3.57,3.75,3.75,Cumlaude
3.70,3.69,3.83,3.64,3.66,3.98,3.75,Cumlaude
4.00,3.80,3.75,3.95,3.66,3.58,3.79,Cumlaude
3.96,3.60,3.98,3.55,3.89,3.98,3.83,Cumlaude
3.99,2.30,2.54,3.22,3.03,2.83,2.99,Sangat Memuaskan
3.73,3.90,3.92,3.96,3.80,3.64,3.83,Cumlaude
3.53,3.66,3.76,3.73,3.82,3.62,3.69,Cumlaude
3.52,3.83,3.86,3.63,3.65,3.80,3.71,Cumlaude
3.65,3.80,3.87,3.88,3.90,3.74,3.81,Cumlaude
3.91,2.06,2.40,3.57,3.76,2.45,3.03,Sangat Memuaskan
3.93,3.95,3.90,3.74,3.80,3.96,3.88,Cumlaude
3.72,3.68,3.59,3.74,3.52,3.57,3.64,Cumlaude
3.74,3.86,3.61,3.52,3.73,3.66,3.69,Cumlaude
3.91,3.81,3.56,3.69,3.64,3.57,3.70,Cumlaude
3.90,2.17,2.48,2.31,3.61,3.34,2.97,Sangat Memuaskan
3.87,3.69,3.78,3.79,3.73,3.70,3.76,Cumlaude
3.51,3.77,3.74,3.87,3.68,3.85,3.74,Cumlaude
3.67,3.92,3.89,3.91,3.75,3.63,3.79,Cumlaude
3.55,3.72,3.83,3.92,3.96,3.81,3.80,Cumlaude
3.90,2.37,3.93,2.07,3.60,2.50,3.06,Sangat Memuaskan
3.68,3.92,3.59,3.74,3.74,3.69,3.73,Cumlaude
3.84,3.75,3.69,3.68,3.68,3.77,3.73,Cumlaude
3.82,3.99,3.73,3.96,3.71,3.58,3.80,Cumlaude
3.59,3.61,3.85,3.92,3.71,3.84,3.76,Cumlaude
3.19,2.67,3.76,3.77,3.19,3.88,3.41,Sangat Memuaskan
3.54,3.83,3.83,3.94,3.81,3.84,3.80,Cumlaude
3.73,3.56,3.81,3.65,3.80,3.75,3.72,Cumlaude
3.61,3.77,3.58,3.69,3.78,3.79,3.70,Cumlaude
3.95,3.53,3.88,3.78,3.67,3.58,3.73,Cumlaude
3.11,2.69,2.07,2.76,3.72,3.14,2.91,Sangat Memuaskan
3.72,3.83,3.71,3.63,3.75,3.76,3.73,Cumlaude
3.78,3.72,3.66,3.93,3.63,3.72,3.74,Cumlaude
3.60,3.86,3.81,3.99,3.92,3.87,3.84,Cumlaude
3.92,3.59,3.78,3.58,3.63,3.88,3.73,Cumlaude
3.97,3.47,2.35,2.38,3.27,2.46,2.98,Sangat Memuaskan
3.88,3.63,3.98,3.98,3.85,4.00,3.89,Cumlaude
3.89,3.73,3.77,3.62,3.51,3.67,3.70,Cumlaude
3.99,3.83,3.89,3.56,3.81,3.58,3.78,Cumlaude
3.71,3.65,3.88,3.51,3.78,3.57,3.68,Cumlaude
3.04,3.79,2.46,2.41,3.68,2.17,2.93,Sangat Memuaskan
3.58,3.57,3.88,3.60,3.85,3.89,3.73,Cumlaude
3.59,3.94,3.74,3.96,3.51,3.85,3.76,Cumlaude
3.96,3.68,3.85,3.58,3.61,3.72,3.73,Cumlaude
3.69,3.63,3.88,3.71,3.81,3.85,3.76,Cumlaude
3.49,2.84,3.17,2.96,2.66,3.47,3.10,Sangat Memuaskan
3.54,3.52,3.96,3.66,3.69,3.77,3.69,Cumlaude
3.57,3.94,3.71,3.62,3.96,3.70,3.75,Cumlaude
3.54,3.68,3.99,3.74,3.76,3.85,3.76,Cumlaude
3.66,3.67,3.60,3.60,3.99,3.81,3.72,Cumlaude
3.85,3.18,2.14,2.17,2.78,3.10,2.87,Sangat Memuaskan
3.91,3.64,3.87,3.86,3.68,3.86,3.80,Cumlaude
3.85,3.55,3.94,3.86,3.94,3.98,3.85,Cumlaude
3.75,3.95,3.68,3.62,3.68,3.97,3.77,Cumlaude
3.98,3.50,3.78,3.59,3.52,3.81,3.70,Cumlaude
3.33,2.66,3.72,3.01,2.27,2.76,2.96,Sangat Memuaskan
3.91,3.61,3.69,3.72,3.86,3.71,3.75,Cumlaude
3.82,3.75,3.71,3.66,3.89,3.65,3.75,Cumlaude
3.68,3.60,3.81,3.55,3.88,3.79,3.72,Cumlaude
3.88,3.75,3.52,3.57,3.83,3.62,3.70,Cumlaude
3.80,2.48,3.43,3.55,2.04,3.03,3.05,Sangat Memuaskan
3.93,3.78,3.64,3.96,3.84,3.64,3.80,Cumlaude
3.80,3.88,3.59,3.63,3.76,3.55,3.70,Cumlaude
3.66,3.95,3.70,3.75,3.80,3.56,3.74,Cumlaude
3.93,3.79,3.75,3.56,3.92,3.53,3.75,Cumlaude
3.39,2.46,3.75,2.23,3.04,3.82,3.11,Sangat Memuaskan
3.51,3.86,3.61,3.86,4.00,3.95,3.80,Cumlaude
3.64,3.77,3.51,3.80,3.76,3.91,3.73,Cumlaude
3.80,3.85,3.54,3.77,3.91,3.55,3.73,Cumlaude
3.60,3.96,3.62,3.60,3.83,3.75,3.73,Cumlaude
3.43,3.61,2.92,2.40,2.67,2.35,2.90,Sangat Memuaskan
3.63,3.83,3.98,3.80,3.93,3.67,3.81,Cumlaude
3.95,3.87,3.55,3.89,3.68,3.82,3.80,Cumlaude
3.60,3.92,3.96,3.66,3.93,3.83,3.82,Cumlaude
3.71,3.77,3.55,3.78,3.53,3.85,3.70,Cumlaude
3.78,3.58,2.77,3.35,2.19,2.52,3.03,Sangat Memuaskan
3.52,3.94,3.73,3.81,3.88,3.94,3.80,Cumlaude
3.72,3.74,3.57,3.74,3.69,3.56,3.67,Cumlaude
3.82,3.99,3.75,3.74,3.94,3.97,3.87,Cumlaude
3.53,3.88,3.90,3.99,3.82,3.52,3.77,Cumlaude
3.34,2.43,2.47,2.92,3.17,3.11,2.91,Sangat Memuaskan
3.61,3.69,3.70,3.53,3.87,3.84,3.71,Cumlaude
3.95,3.64,3.97,3.76,3.84,3.89,3.84,Cumlaude
3.89,3.99,3.92,3.75,3.84,3.74,3.86,Cumlaude
3.78,3.61,3.80,3.88,3.81,3.85,3.79,Cumlaude
3.74,2.67,2.38,3.19,3.66,3.35,3.17,Sangat Memuaskan
3.55,3.71,3.55,3.86,3.97,3.67,3.72,Cumlaude
3.65,3.65,3.86,3.52,3.69,3.56,3.65,Cumlaude
3.95,3.81,3.62,3.88,3.87,3.77,3.82,Cumlaude
3.82,3.63,3.99,3.59,3.85,3.88,3.79,Cumlaude
3.37,3.93,2.53,3.08,3.77,2.92,3.27,Sangat Memuaskan
3.77,3.51,3.90,3.82,3.81,3.69,3.75,Cumlaude
3.77,3.95,3.84,3.86,3.54,3.74,3.78,Cumlaude
3.81,3.67,4.00,3.66,3.83,3.79,3.79,Cumlaude
3.52,3.61,3.93,3.93,3.57,3.91,3.74,Cumlaude
3.17,3.72,2.64,2.33,3.51,3.31,3.11,Sangat Memuaskan
3.96,3.84,3.94,3.63,3.90,3.94,3.87,Cumlaude
3.80,3.86,3.74,3.54,4.00,3.58,3.75,Cumlaude
3.79,3.85,3.61,3.92,3.54,3.72,3.74,Cumlaude
3.87,3.54,3.79,3.57,3.59,3.99,3.73,Cumlaude
3.80,3.11,3.57,3.49,3.61,3.57,3.53,Cumlaude
3.74,3.89,3.74,3.60,3.55,3.76,3.71,Cumlaude
3.67,3.76,3.72,3.93,3.82,3.67,3.76,Cumlaude
3.93,3.82,3.52,3.74,3.84,3.53,3.73,Cumlaude
3.67,3.79,3.67,3.78,3.69,3.69,3.71,Cumlaude
3.52,2.17,2.07,2.42,2.01,2.92,2.52,Memuaskan
3.79,3.91,3.80,3.98,3.74,3.81,3.84,Cumlaude
3.63,3.87,3.88,3.85,3.98,3.82,3.84,Cumlaude
3.94,3.71,3.97,3.60,3.71,3.99,3.82,Cumlaude
3.60,3.81,3.94,3.77,3.52,3.69,3.72,Cumlaude
3.39,3.70,3.46,3.46,3.14,2.31,3.24,Sangat Memuaskan
3.69,3.90,3.51,3.77,3.91,3.81,3.76,Cumlaude
3.53,3.97,3.72,3.74,3.71,4.00,3.78,Cumlaude
3.51,3.81,3.89,3.51,3.88,3.88,3.75,Cumlaude
3.96,3.65,3.84,3.91,3.50,3.55,3.74,Cumlaude
3.60,3.35,2.41,2.98,3.78,3.78,3.32,Sangat Memuaskan
3.76,3.95,3.97,3.76,3.82,3.55,3.80,Cumlaude
3.64,3.97,3.58,3.61,3.92,3.73,3.74,Cumlaude
3.60,3.97,3.94,3.83,3.56,3.67,3.76,Cumlaude
3.52,3.72,3.94,3.65,3.55,3.54,3.65,Cumlaude
3.02,3.73,3.48,2.36,3.57,2.55,3.12,Sangat Memuaskan
3.51,3.95,3.67,3.91,3.93,3.83,3.80,Cumlaude
3.72,3.70,3.88,3.91,3.77,3.66,3.77,Cumlaude
3.98,3.77,3.88,3.71,3.79,3.93,3.84,Cumlaude
3.94,3.58,3.73,3.83,3.88,3.73,3.78,Cumlaude
3.18,2.11,3.60,2.65,2.23,3.63,2.90,Sangat Memuaskan
3.57,3.78,3.59,3.87,3.84,3.95,3.76,Cumlaude
3.72,3.92,3.61,3.69,3.96,3.69,3.76,Cumlaude
3.83,3.87,3.93,3.97,3.82,3.75,3.86,Cumlaude
3.78,3.63,3.94,3.74,3.97,3.74,3.80,Cumlaude
3.68,2.57,2.88,2.30,2.16,2.80,2.73,Memuaskan
3.87,3.81,3.54,3.68,3.85,3.81,3.76,Cumlaude
3.77,3.92,3.93,3.79,3.99,3.81,3.87,Cumlaude
4.00,3.99,3.65,3.52,3.61,3.90,3.78,Cumlaude
3.54,3.82,3.89,3.90,3.60,3.92,3.78,Cumlaude
3.37,3.77,2.49,3.95,2.25,3.89,3.29,Sangat Memuaskan
3.57,3.52,3.95,3.68,3.89,3.82,3.74,Cumlaude
3.56,3.54,3.63,3.52,3.90,3.92,3.68,Cumlaude
3.54,3.72,3.88,3.51,3.93,3.66,3.71,Cumlaude
3.87,3.95,3.52,3.84,3.51,3.54,3.71,Cumlaude
3.83,3.02,2.88,2.94,3.88,3.72,3.38,Sangat Memuaskan
3.91,3.84,3.53,3.86,3.53,3.81,3.75,Cumlaude
3.71,3.75,3.63,3.99,3.82,3.67,3.76,Cumlaude
3.99,3.72,3.75,3.59,3.58,3.81,3.74,Cumlaude
3.59,3.64,3.81,3.88,3.71,3.60,3.71,Cumlaude
3.54,2.51,2.90,2.44,3.07,2.58,2.84,Sangat Memuaskan
3.72,3.66,3.96,3.85,3.80,3.75,3.79,Cumlaude
3.65,3.51,3.93,3.85,3.85,3.63,3.74,Cumlaude
3.67,3.84,3.77,3.86,3.93,3.91,3.83,Cumlaude
3.55,3.51,3.66,3.60,3.71,3.56,3.60,Cumlaude
3.77,2.13,3.03,2.24,2.00,3.00,2.69,Memuaskan
3.72,3.84,3.89,3.83,3.78,3.70,3.79,Cumlaude
3.53,3.56,3.77,3.53,3.90,3.94,3.70,Cumlaude
3.61,3.57,3.75,3.90,3.63,3.61,3.68,Cumlaude
3.61,3.73,3.65,3.76,3.52,3.67,3.66,Cumlaude
3.34,3.61,2.95,2.16,2.48,3.89,3.07,Sangat Memuaskan
3.85,3.68,3.78,3.74,3.99,3.74,3.79,Cumlaude
3.61,3.83,3.83,3.79,3.56,3.90,3.75,Cumlaude
3.60,3.71,3.54,3.93,3.68,3.75,3.70,Cumlaude
3.96,3.51,3.96,3.97,3.76,3.73,3.81,Cumlaude
3.78,3.18,3.44,2.75,2.09,2.47,2.95,Sangat Memuaskan
3.55,3.92,3.85,3.58,3.76,3.72,3.73,Cumlaude
3.89,3.96,3.51,3.77,3.92,3.68,3.79,Cumlaude
3.94,3.78,3.53,3.85,3.62,3.86,3.76,Cumlaude
3.52,3.58,3.91,3.60,3.95,3.91,3.74,Cumlaude
3.34,2.50,3.61,2.90,3.34,3.08,3.13,Sangat Memuaskan
3.59,3.52,3.52,3.65,3.72,3.65,3.61,Cumlaude
3.62,3.50,3.83,3.75,3.96,3.67,3.72,Cumlaude
3.80,3.61,3.89,3.54,3.64,3.76,3.71,Cumlaude
3.90,3.72,3.84,3.99,3.86,3.83,3.85,Cumlaude
3.54,2.22,3.08,3.08,2.02,2.98,2.82,Sangat Memuaskan
3.94,3.79,3.80,3.92,3.94,3.55,3.82,Cumlaude
3.88,3.86,3.89,3.78,3.88,3.60,3.81,Cumlaude
3.62,3.77,3.63,3.60,3.52,3.77,3.65,Cumlaude
3.94,3.55,3.74,3.66,3.81,3.71,3.73,Cumlaude
3.09,2.25,3.13,2.34,2.97,3.35,2.86,Sangat Memuaskan
3.95,3.59,3.56,3.65,3.83,3.99,3.76,Cumlaude
3.81,3.94,3.98,3.71,3.99,3.52,3.83,Cumlaude
3.76,3.76,3.56,3.58,3.67,3.83,3.70,Cumlaude
3.86,3.89,3.84,3.81,3.76,3.58,3.79,Cumlaude
3.79,3.74,2.17,2.15,2.28,3.46,2.93,Sangat Memuaskan
3.80,3.77,3.72,3.76,3.87,3.95,3.81,Cumlaude
3.70,3.98,3.77,4.00,3.95,4.00,3.90,Cumlaude
3.98,3.80,3.82,3.92,3.88,3.62,3.84,Cumlaude
3.58,3.63,3.66,3.66,3.63,3.86,3.67,Cumlaude
3.80,2.46,3.71,2.15,3.48,2.59,3.03,Sangat Memuaskan
3.66,3.99,3.89,3.54,3.67,3.92,3.78,Cumlaude
3.73,3.50,3.66,3.83,3.71,3.81,3.71,Cumlaude
3.91,3.68,3.86,3.67,3.87,3.95,3.82,Cumlaude
3.74,3.55,3.94,3.53,3.74,3.51,3.67,Cumlaude
3.72,3.90,2.20,2.45,2.22,2.27,2.79,Sangat Memuaskan
3.81,3.54,3.75,3.99,3.89,3.80,3.80,Cumlaude
3.76,3.90,3.82,3.81,3.56,3.91,3.79,Cumlaude
3.54,3.67,3.83,3.81,3.83,3.91,3.77,Cumlaude
3.95,3.91,3.83,3.52,3.98,3.81,3.83,Cumlaude
3.77,3.99,3.84,2.51,3.55,3.65,3.55,Cumlaude
3.93,3.56,3.80,3.86,3.90,3.77,3.80,Cumlaude
3.74,3.73,3.69,3.57,3.78,3.90,3.74,Cumlaude
3.82,3.61,3.98,3.52,3.83,3.98,3.79,Cumlaude
3.82,3.70,3.53,3.61,3.88,3.84,3.73,Cumlaude
3.55,3.43,3.77,2.19,2.48,3.93,3.23,Sangat Memuaskan
3.98,3.82,3.95,3.81,3.98,3.88,3.90,Cumlaude
3.87,3.97,3.78,3.91,3.51,3.62,3.78,Cumlaude
3.59,3.62,3.67,3.57,3.53,3.83,3.64,Cumlaude
4.00,3.91,3.71,3.78,3.75,3.72,3.81,Cumlaude
3.32,2.01,3.15,3.65,3.20,2.51,2.97,Sangat Memuaskan
3.72,3.95,3.56,3.57,3.92,3.66,3.73,Cumlaude
3.77,3.55,3.61,3.98,3.74,3.60,3.71,Cumlaude
3.83,3.63,3.92,3.59,3.96,3.91,3.80,Cumlaude
3.73,3.53,3.69,3.61,3.95,3.89,3.73,Cumlaude
3.71,3.53,3.90,2.39,2.55,2.45,3.09,Sangat Memuaskan
3.90,3.63,3.88,3.71,3.74,3.82,3.78,Cumlaude
3.96,3.81,3.68,3.91,3.99,3.52,3.81,Cumlaude
3.83,3.74,3.85,3.97,3.70,3.79,3.81,Cumlaude
3.76,3.93,3.74,3.97,3.61,3.83,3.81,Cumlaude
3.11,3.30,3.05,3.32,2.37,3.56,3.12,Sangat Memuaskan
3.92,3.50,3.52,3.76,3.64,3.85,3.70,Cumlaude
3.82,3.71,3.63,3.97,3.56,3.86,3.76,Cumlaude
3.84,3.89,3.65,3.79,3.82,3.72,3.78,Cumlaude
3.73,3.53,3.76,3.98,3.77,3.70,3.75,Cumlaude
3.64,2.83,2.91,3.76,3.52,3.99,3.44,Sangat Memuaskan
3.71,3.53,3.78,3.85,3.78,3.51,3.69,Cumlaude
3.87,3.85,3.79,3.62,3.96,3.77,3.81,Cumlaude
3.72,3.81,3.67,3.81,3.51,3.95,3.75,Cumlaude
3.92,3.97,3.56,3.70,3.87,3.67,3.78,Cumlaude
3.88,2.00,2.95,3.54,2.18,2.34,2.82,Sangat Memuaskan
3.81,3.91,3.96,3.59,3.53,3.88,3.78,Cumlaude
3.94,3.55,3.92,3.86,3.64,3.80,3.78,Cumlaude
3.92,3.91,3.89,3.93,3.74,3.53,3.82,Cumlaude
3.99,3.64,3.97,3.70,3.58,4.00,3.81,Cumlaude
3.65,3.96,3.76,3.97,3.77,3.97,3.85,Cumlaude
3.54,3.72,3.89,3.71,3.52,3.93,3.72,Cumlaude
3.55,4.00,3.55,3.87,3.51,4.00,3.75,Cumlaude
3.57,3.71,3.90,3.70,3.69,3.91,3.75,Cumlaude
3.81,3.62,3.92,3.61,3.61,3.58,3.69,Cumlaude
3.56,3.64,3.69,3.84,3.67,3.70,3.68,Cumlaude
3.55,3.84,3.74,3.51,3.77,3.77,3.70,Cumlaude
3.62,3.56,3.51,3.80,3.69,3.58,3.63,Cumlaude
3.99,3.54,3.96,3.59,3.73,3.84,3.77,Cumlaude
3.94,3.82,3.90,3.68,3.51,3.58,3.74,Cumlaude
3.54,3.98,3.82,3.88,3.88,3.62,3.79,Cumlaude
3.51,3.58,3.76,3.55,3.62,3.56,3.60,Cumlaude
3.97,3.97,3.91,3.91,3.63,3.54,3.82,Cumlaude
3.63,3.83,3.74,3.50,3.62,3.78,3.68,Cumlaude
3.71,3.72,3.76,3.80,3.68,3.65,3.72,Cumlaude
3.85,3.58,3.71,3.69,3.98,3.50,3.72,Cumlaude
3.68,3.86,3.62,3.98,3.74,3.88,3.79,Cumlaude
3.63,3.90,3.77,3.56,3.95,3.71,3.75,Cumlaude
3.57,3.73,3.70,3.82,3.77,3.63,3.70,Cumlaude
3.56,3.55,3.77,3.85,3.86,3.66,3.71,Cumlaude
2.47,2.85,2.56,2.94,3.38,2.20,2.74,Memuaskan
2.29,3.79,3.18,2.39,2.31,3.22,2.86,Sangat Memuaskan
2.19,2.80,2.28,2.49,3.86,2.85,2.74,Memuaskan
3.38,2.29,2.65,3.19,2.44,2.76,2.79,Sangat Memuaskan
2.55,4.00,3.11,3.69,3.40,2.58,3.22,Sangat Memuaskan
3.07,3.38,3.77,2.93,3.92,3.54,3.43,Sangat Memuaskan
3.81,3.15,3.06,2.86,3.07,3.09,3.17,Sangat Memuaskan
2.30,3.26,3.23,3.09,2.25,2.13,2.71,Memuaskan
2.91,2.31,2.12,2.21,3.13,3.95,2.77,Sangat Memuaskan
3.49,3.37,3.76,2.12,3.84,3.41,3.33,Sangat Memuaskan
3.17,2.87,2.33,2.18,3.49,2.08,2.69,Memuaskan
2.98,2.22,3.14,2.48,3.23,2.56,2.77,Sangat Memuaskan
2.82,3.66,3.55,2.56,2.14,2.02,2.79,Sangat Memuaskan
2.67,3.94,2.45,3.52,2.83,3.87,3.21,Sangat Memuaskan
2.02,3.41,2.98,3.90,2.32,3.93,3.09,Sangat Memuaskan
2.90,2.84,2.38,2.96,2.89,2.89,2.81,Sangat Memuaskan
3.67,2.02,3.66,2.11,3.47,2.70,2.94,Sangat Memuaskan
2.72,3.28,3.81,3.32,2.82,3.13,3.18,Sangat Memuaskan
2.18,3.68,2.25,2.74,3.34,3.44,2.94,Sangat Memuaskan
3.36,2.91,3.39,3.71,2.79,3.81,3.33,Sangat Memuaskan
2.41,3.49,3.47,3.15,3.72,3.07,3.22,Sangat Memuaskan
2.67,3.94,2.12,2.54,3.28,2.54,2.85,Sangat Memuaskan
2.23,2.32,3.11,3.33,3.60,2.12,2.78,Sangat Memuaskan
3.11,3.05,2.50,2.08,2.79,3.38,2.82,Sangat Memuaskan
2.37,2.14,2.93,2.27,3.26,2.44,2.57,Memuaskan
2.56,3.02,2.13,3.94,3.15,2.57,2.89,Sangat Memuaskan
2.06,2.26,3.81,3.10,2.11,2.14,2.58,Memuaskan
2.20,3.09,3.32,3.79,3.80,3.95,3.36,Sangat Memuaskan
3.23,2.42,3.52,3.95,3.11,3.16,3.23,Sangat Memuaskan
2.16,3.92,2.38,3.15,3.29,2.13,2.84,Sangat Memuaskan
3.82,2.82,2.28,3.98,3.23,2.40,3.09,Sangat Memuaskan
2.41,2.09,3.07,3.58,2.99,3.69,2.97,Sangat Memuaskan
3.72,2.28,2.39,2.36,2.43,3.00,2.70,Memuaskan
2.79,2.74,3.17,2.59,3.41,3.33,3.00,Sangat Memuaskan
2.13,3.88,3.87,3.76,2.04,3.89,3.26,Sangat Memuaskan
3.08,2.07,2.57,3.94,2.05,2.88,2.77,Sangat Memuaskan
2.78,2.14,2.78,2.62,3.60,3.99,2.99,Sangat Memuaskan
3.68,2.22,2.61,2.02,2.03,3.38,2.65,Memuaskan
2.27,3.76,2.92,2.49,3.55,3.51,3.08,Sangat Memuaskan
2.71,2.27,3.85,3.78,2.10,2.53,2.87,Sangat Memuaskan
3.55,3.03,2.33,2.10,2.57,2.09,2.61,Memuaskan
3.60,3.71,3.01,2.43,3.69,2.55,3.16,Sangat Memuaskan
3.02,3.45,2.71,3.30,2.92,3.64,3.17,Sangat Memuaskan
3.69,3.61,2.14,3.02,3.02,3.17,3.11,Sangat Memuaskan
3.13,2.20,2.56,3.25,3.45,2.25,2.81,Sangat Memuaskan
3.28,2.22,2.63,2.14,3.20,2.29,2.63,Memuaskan
3.92,2.96,2.83,2.72,2.17,3.02,2.94,Sangat Memuaskan
3.68,3.93,2.77,2.14,3.96,2.29,3.13,Sangat Memuaskan
3.34,2.13,3.29,3.10,2.36,2.52,2.79,Sangat Memuaskan
3.33,2.08,2.16,2.94,3.42,2.12,2.68,Memuaskan
2.56,3.53,3.79,3.06,3.54,3.02,3.25,Sangat Memuaskan
3.42,3.96,2.19,2.15,2.59,3.10,2.90,Sangat Memuaskan
2.32,2.43,3.50,2.87,3.16,3.42,2.95,Sangat Memuaskan
3.98,3.09,3.11,3.62,2.90,3.38,3.35,Sangat Memuaskan
3.78,2.18,2.79,2.78,3.68,2.96,3.03,Sangat Memuaskan
3.32,3.72,3.97,2.17,2.10,2.43,2.95,Sangat Memuaskan
2.96,3.49,3.14,3.41,3.75,3.80,3.42,Sangat Memuaskan
3.34,3.22,3.02,2.78,3.35,2.68,3.07,Sangat Memuaskan
2.09,3.04,3.82,2.31,2.31,3.34,2.82,Sangat Memuaskan
2.04,2.01,3.93,2.82,2.33,3.83,2.83,Sangat Memuaskan
2.28,3.12,3.76,3.92,3.50,3.80,3.40,Sangat Memuaskan
2.21,2.25,3.42,3.80,3.19,2.29,2.86,Sangat Memuaskan
2.56,3.27,2.26,3.71,2.83,3.67,3.05,Sangat Memuaskan
3.72,3.09,3.26,3.31,3.37,2.55,3.22,Sangat Memuaskan
3.83,2.63,3.45,3.78,2.77,2.09,3.09,Sangat Memuaskan
2.37,2.61,3.20,2.31,2.22,3.40,2.68,Memuaskan
3.44,2.03,3.30,2.66,3.75,3.09,3.05,Sangat Memuaskan
3.48,3.88,3.92,2.50,3.76,2.85,3.40,Sangat Memuaskan
2.77,3.95,2.19,3.12,3.75,3.43,3.20,Sangat Memuaskan
3.87,3.08,3.05,3.92,2.82,3.24,3.33,Sangat Memuaskan
3.39,2.92,3.13,2.95,3.98,3.93,3.38,Sangat Memuaskan
2.48,2.21,2.94,3.26,3.84,2.50,2.87,Sangat Memuaskan
2.34,3.89,3.24,2.15,3.00,2.72,2.89,Sangat Memuaskan
2.82,2.70,3.83,2.22,2.75,3.22,2.92,Sangat Memuaskan
2.95,3.61,2.39,3.16,2.09,3.75,2.99,Sangat Memuaskan
2.35,2.67,3.48,3.88,3.12,3.58,3.18,Sangat Memuaskan
2.48,2.22,2.42,2.69,2.62,3.11,2.59,Memuaskan
3.44,3.40,2.54,2.65,3.28,3.60,3.15,Sangat Memuaskan
2.69,2.13,2.93,2.83,3.51,2.09,2.70,Memuaskan
3.87,3.85,2.83,3.99,3.56,3.44,3.59,Cumlaude
2.44,2.20,3.61,3.08,2.03,2.38,2.62,Memuaskan
2.32,3.86,2.22,3.25,2.72,2.84,2.87,Sangat Memuaskan
3.14,4.00,2.81,3.82,2.85,2.70,3.22,Sangat Memuaskan
2.04,4.00,3.29,2.30,3.90,2.77,3.05,Sangat Memuaskan
4.00,2.39,3.22,3.29,3.88,3.01,3.30,Sangat Memuaskan
3.81,3.51,2.11,2.18,3.99,2.93,3.09,Sangat Memuaskan
